timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
0.00;164.78;2624.72;0.81;1.20;0.07;155.17;HBEFA3/PC_G_EU4;0.00;837.22;0;24254277#3_0;55.94;5.10;!0;0.00;DEFAULT_VEHTYPE;0.00;452.95;454.92
1.00;150.11;3847.49;0.77;1.72;0.09;156.69;HBEFA3/PC_G_EU4;0.00;1227.21;0;24254277#3_0;67.37;7.49;!0;2.39;DEFAULT_VEHTYPE;0.00;453.86;452.72
1.00;164.78;2624.72;0.81;1.20;0.07;171.51;HBEFA3/PC_G_EU4;0.00;837.22;1;24254277#0_0;55.94;5.10;!1;0.00;DEFAULT_VEHTYPE;0.00;340.33;664.03
2.00;123.79;3554.12;0.65;1.54;0.07;157.59;HBEFA3/PC_G_EU4;0.00;1133.63;0;24254277#3_0;63.35;11.22;!0;3.73;DEFAULT_VEHTYPE;0.00;455.28;449.27
2.00;151.14;3986.94;0.78;1.78;0.09;166.62;HBEFA3/PC_G_EU4;0.00;1271.68;1;24254277#0_0;67.94;7.61;!1;2.51;DEFAULT_VEHTYPE;0.00;341.12;661.65
2.00;164.78;2624.72;0.81;1.20;0.07;162.54;HBEFA3/PC_G_EU4;0.00;837.22;2;24254277#6_0;55.94;5.10;!2;0.00;DEFAULT_VEHTYPE;0.00;478.61;394.06
3.00;123.07;4717.93;0.67;2.04;0.09;157.59;HBEFA3/PC_G_EU4;0.00;1504.82;0;24254277#3_0;66.07;16.74;!0;5.52;DEFAULT_VEHTYPE;0.00;457.39;444.17
3.00;135.63;4745.36;0.73;2.08;0.10;160.33;HBEFA3/PC_G_EU4;0.00;1513.57;1;24254277#0_0;67.11;12.23;!1;4.62;DEFAULT_VEHTYPE;0.00;342.67;657.30
3.00;148.35;2912.48;0.74;1.30;0.07;165.34;HBEFA3/PC_G_EU4;0.00;928.99;2;24254277#6_0;62.18;6.40;!2;1.30;DEFAULT_VEHTYPE;0.00;478.76;392.77
4.00;129.03;6247.60;0.74;2.71;0.13;157.59;HBEFA3/PC_G_EU4;0.00;1992.70;0;24254277#3_0;68.36;24.35;!0;7.61;DEFAULT_VEHTYPE;0.00;460.29;437.13
4.00;106.89;4210.78;0.58;1.79;0.08;154.09;HBEFA3/PC_G_EU4;0.00;1343.06;1;24254277#0_0;64.37;18.19;!1;5.96;DEFAULT_VEHTYPE;0.00;345.17;651.91
4.00;135.94;3589.35;0.70;1.58;0.08;173.38;HBEFA3/PC_G_EU4;0.00;1144.87;2;24254277#6_0;64.40;9.37;!2;2.96;DEFAULT_VEHTYPE;0.00;478.96;389.82
4.00;164.78;2624.72;0.81;1.20;0.07;150.46;HBEFA3/PC_G_EU4;0.00;837.22;4;24254277#2_0;55.94;5.10;!4;0.00;DEFAULT_VEHTYPE;0.00;414.64;526.09
5.00;101.48;5694.75;0.60;2.41;0.11;156.56;HBEFA3/PC_G_EU4;0.00;1816.36;0;:572666_0_0;66.68;5.07;!0;9.13;DEFAULT_VEHTYPE;0.00;463.85;428.73
5.00;110.00;5311.44;0.63;2.27;0.10;150.60;HBEFA3/PC_G_EU4;0.00;1694.11;1;24254277#0_0;66.37;25.78;!1;7.59;DEFAULT_VEHTYPE;0.00;348.90;645.29
5.00;130.63;4705.82;0.71;2.05;0.10;176.06;HBEFA3/PC_G_EU4;0.00;1500.96;2;24254277#6_0;66.60;14.30;!2;4.93;DEFAULT_VEHTYPE;0.00;479.30;384.90
5.00;147.41;3252.28;0.75;1.45;0.07;150.46;HBEFA3/PC_G_EU4;0.00;1037.37;4;24254277#2_0;64.50;6.89;!4;1.79;DEFAULT_VEHTYPE;0.00;415.53;524.54
5.00;164.78;2624.72;0.81;1.20;0.07;171.51;HBEFA3/PC_G_EU4;0.00;837.22;5;24254277#0_0;55.94;5.10;!5;0.00;DEFAULT_VEHTYPE;0.00;340.33;664.03
6.00;130.82;8023.11;0.79;3.46;0.16;155.32;HBEFA3/PC_G_EU4;0.00;2558.98;0;24254277#4_0;69.76;9.26;!0;11.15;DEFAULT_VEHTYPE;0.00;468.47;418.58
6.00;94.75;5285.61;0.56;2.22;0.10;150.60;HBEFA3/PC_G_EU4;0.00;1685.87;1;24254277#0_0;66.01;34.74;!1;8.96;DEFAULT_VEHTYPE;0.00;353.30;637.49
6.00;122.70;5502.38;0.69;2.38;0.11;176.06;HBEFA3/PC_G_EU4;0.00;1755.01;2;24254277#6_0;67.19;21.14;!2;6.84;DEFAULT_VEHTYPE;0.00;479.77;378.07
6.00;136.25;4181.05;0.72;1.84;0.09;149.45;HBEFA3/PC_G_EU4;0.00;1333.59;4;24254277#2_0;66.11;10.65;!4;3.76;DEFAULT_VEHTYPE;0.00;417.46;521.31
6.00;148.30;3541.87;0.76;1.58;0.08;167.52;HBEFA3/PC_G_EU4;0.00;1129.73;5;24254277#0_0;66.01;7.21;!5;2.11;DEFAULT_VEHTYPE;0.00;340.98;662.03
7.00;120.85;8192.13;0.75;3.49;0.17;155.74;HBEFA3/PC_G_EU4;0.00;2612.89;0;24254277#5_0;69.64;4.18;!0;12.91;DEFAULT_VEHTYPE;0.00;473.80;406.83
7.00;137.18;8308.98;0.82;3.59;0.17;150.60;HBEFA3/PC_G_EU4;0.00;2650.16;1;24254277#0_0;70.18;45.83;!1;11.09;DEFAULT_VEHTYPE;0.00;358.74;627.83
7.00;148.87;8083.75;0.87;3.53;0.17;175.71;HBEFA3/PC_G_EU4;0.00;2578.33;2;:572669_0_0;70.74;3.09;!2;9.31;DEFAULT_VEHTYPE;0.00;480.44;368.79
7.00;121.37;4615.15;0.66;1.99;0.09;148.86;HBEFA3/PC_G_EU4;0.00;1472.04;4;24254277#2_0;65.79;16.14;!4;5.49;DEFAULT_VEHTYPE;0.00;420.29;516.61
7.00;126.32;3473.83;0.66;1.51;0.07;160.33;HBEFA3/PC_G_EU4;0.00;1108.03;5;24254277#0_0;63.21;10.65;!5;3.45;DEFAULT_VEHTYPE;0.00;342.14;658.78
7.00;164.78;2624.72;0.81;1.20;0.07;155.17;HBEFA3/PC_G_EU4;0.00;837.22;7;24254277#3_0;55.94;5.10;!7;0.00;DEFAULT_VEHTYPE;0.00;452.95;454.92
8.00;84.49;6800.63;0.55;2.80;0.13;163.05;HBEFA3/PC_G_EU4;0.00;2169.07;0;24254277#6_0;68.24;5.56;!0;14.12;DEFAULT_VEHTYPE;0.00;478.70;393.62
8.00;74.75;5701.05;0.48;2.33;0.10;150.60;HBEFA3/PC_G_EU4;0.00;1818.36;1;24254277#0_0;66.76;58.02;!1;12.19;DEFAULT_VEHTYPE;0.00;364.72;617.21
8.00;137.92;8480.14;0.83;3.66;0.18;175.31;HBEFA3/PC_G_EU4;0.00;2704.75;2;:572670_0_0;70.31;1.53;!2;11.43;DEFAULT_VEHTYPE;0.00;481.41;357.41
8.00;121.15;5735.42;0.69;2.47;0.11;149.11;HBEFA3/PC_G_EU4;0.00;1829.34;4;24254277#2_0;67.39;23.51;!4;7.38;DEFAULT_VEHTYPE;0.00;424.09;510.29
8.00;133.05;5238.54;0.73;2.29;0.11;157.93;HBEFA3/PC_G_EU4;0.00;1670.87;5;24254277#0_0;67.58;16.22;!5;5.57;DEFAULT_VEHTYPE;0.00;344.21;653.62
8.00;164.78;2624.72;0.81;1.20;0.07;171.51;HBEFA3/PC_G_EU4;0.00;837.22;6;24254277#0_0;55.94;5.10;!6;0.00;DEFAULT_VEHTYPE;0.00;340.33;664.03
8.00;151.61;4046.52;0.79;1.81;0.09;156.79;HBEFA3/PC_G_EU4;0.00;1290.69;7;24254277#3_0;68.17;7.66;!7;2.56;DEFAULT_VEHTYPE;0.00;453.93;452.56
9.00;0.00;0.00;0.00;0.00;0.00;176.06;HBEFA3/PC_G_EU4;0.00;0.00;0;24254277#6_0;63.47;19.22;!0;13.67;DEFAULT_VEHTYPE;0.00;479.64;379.98
9.00;0.00;0.00;0.00;0.00;0.00;150.60;HBEFA3/PC_G_EU4;0.00;0.00;1;24254277#0_0;62.00;69.77;!1;11.75;DEFAULT_VEHTYPE;0.00;370.49;606.97
9.00;181.25;11447.25;1.10;5.00;0.25;178.45;HBEFA3/PC_G_EU4;0.00;3651.10;2;24254277#8_0;73.13;10.34;!2;13.93;DEFAULT_VEHTYPE;0.00;481.91;343.49
9.00;135.10;7535.81;0.80;3.27;0.16;149.58;HBEFA3/PC_G_EU4;0.00;2403.56;4;24254277#2_0;69.65;33.07;!4;9.56;DEFAULT_VEHTYPE;0.00;428.93;502.04
9.00;108.39;4970.47;0.61;2.12;0.10;150.60;HBEFA3/PC_G_EU4;0.00;1585.36;5;24254277#0_0;65.81;23.35;!5;7.12;DEFAULT_VEHTYPE;0.00;347.70;647.42
9.00;147.77;3001.69;0.74;1.34;0.07;168.99;HBEFA3/PC_G_EU4;0.00;957.45;6;24254277#0_0;62.88;6.55;!6;1.45;DEFAULT_VEHTYPE;0.00;340.76;662.64
9.00;121.94;3558.50;0.64;1.54;0.07;157.59;HBEFA3/PC_G_EU4;0.00;1135.03;7;24254277#3_0;63.26;11.52;!7;3.86;DEFAULT_VEHTYPE;0.00;455.40;448.99
10.00;44.57;4926.66;0.32;1.91;0.08;175.32;HBEFA3/PC_G_EU4;0.00;1571.37;0;24254277#7_0;66.68;1.25;!0;14.35;DEFAULT_VEHTYPE;0.00;480.70;365.67
10.00;31.56;3604.56;0.23;1.34;0.05;150.60;HBEFA3/PC_G_EU4;0.00;1149.70;1;24254277#0_0;64.59;81.96;!1;12.19;DEFAULT_VEHTYPE;0.00;376.48;596.35
10.00;0.00;0.00;0.00;0.00;0.00;181.30;HBEFA3/PC_G_EU4;0.00;0.00;2;24254277#9_0;63.42;3.18;!2;13.52;DEFAULT_VEHTYPE;0.00;481.92;329.98
10.00;161.64;9854.44;0.97;4.30;0.21;149.69;HBEFA3/PC_G_EU4;0.00;3143.08;4;24254277#2_0;71.94;45.08;!4;12.01;DEFAULT_VEHTYPE;0.00;434.99;491.68
10.00;124.40;6797.27;0.73;2.93;0.14;150.60;HBEFA3/PC_G_EU4;0.00;2168.01;5;24254277#0_0;68.60;32.45;!5;9.10;DEFAULT_VEHTYPE;0.00;352.17;639.49
10.00;148.12;4951.44;0.79;2.19;0.11;160.33;HBEFA3/PC_G_EU4;0.00;1579.30;6;24254277#0_0;68.91;10.59;!6;4.04;DEFAULT_VEHTYPE;0.00;342.12;658.84
10.00;142.79;6174.84;0.80;2.71;0.13;157.59;HBEFA3/PC_G_EU4;0.00;1969.49;7;24254277#3_0;69.35;17.84;!7;6.32;DEFAULT_VEHTYPE;0.00;457.81;443.15
11.00;0.00;0.00;0.00;0.00;0.00;177.25;HBEFA3/PC_G_EU4;0.00;0.00;0;24254277#8_0;63.28;1.86;!0;13.75;DEFAULT_VEHTYPE;0.00;481.68;351.96
11.00;2.88;2211.60;0.06;0.69;0.01;150.60;HBEFA3/PC_G_EU4;0.00;705.41;1;24254277#0_0;63.36;94.15;!1;12.19;DEFAULT_VEHTYPE;0.00;382.46;585.73
11.00;0.00;0.00;0.00;0.00;0.00;187.67;HBEFA3/PC_G_EU4;0.00;0.00;2;24254277#9_0;62.70;16.13;!2;12.95;DEFAULT_VEHTYPE;0.00;480.99;317.08
11.00;110.65;7914.49;0.69;3.34;0.16;154.06;HBEFA3/PC_G_EU4;0.00;2524.33;4;24254277#2_0;69.30;58.67;!4;13.59;DEFAULT_VEHTYPE;0.00;441.51;479.77
11.00;140.94;8570.04;0.85;3.71;0.18;150.60;HBEFA3/PC_G_EU4;0.00;2733.42;5;24254277#0_0;70.48;43.73;!5;11.28;DEFAULT_VEHTYPE;0.00;357.71;629.66
11.00;121.12;4801.23;0.66;2.07;0.10;157.61;HBEFA3/PC_G_EU4;0.00;1531.38;6;24254277#0_0;66.10;16.39;!6;5.80;DEFAULT_VEHTYPE;0.00;344.29;653.48
11.00;120.09;6137.77;0.69;2.64;0.12;157.59;HBEFA3/PC_G_EU4;0.00;1957.66;7;24254277#3_0;67.78;26.06;!7;8.22;DEFAULT_VEHTYPE;0.00;460.94;435.55
11.00;164.78;2624.72;0.81;1.20;0.07;171.51;HBEFA3/PC_G_EU4;0.00;837.22;8;24254277#0_0;55.94;5.10;!8;0.00;DEFAULT_VEHTYPE;0.00;340.33;664.03
12.00;65.73;6049.60;0.44;2.43;0.11;178.81;HBEFA3/PC_G_EU4;0.00;1929.53;0;:300163116_0_0;67.71;1.00;!0;14.70;DEFAULT_VEHTYPE;0.00;482.05;337.26
12.00;20.89;3192.17;0.17;1.14;0.04;151.22;HBEFA3/PC_G_EU4;0.00;1018.16;1;24254277#0_0;64.37;106.64;!1;12.49;DEFAULT_VEHTYPE;0.00;388.54;574.82
12.00;164.78;2624.72;0.81;1.20;0.07;178.45;HBEFA3/PC_G_EU4;0.00;837.22;10;24254277#8_0;55.94;5.10;!10;0.00;DEFAULT_VEHTYPE;0.00;481.77;348.72
12.00;43.85;4678.47;0.31;1.81;0.07;193.43;HBEFA3/PC_G_EU4;0.00;1492.21;2;24254277#10_0;66.18;1.72;!2;13.62;DEFAULT_VEHTYPE;0.00;478.56;303.70
12.00;105.39;8057.26;0.67;3.37;0.16;155.09;HBEFA3/PC_G_EU4;0.00;2569.87;4;24254277#2_0;69.53;73.69;!4;15.02;DEFAULT_VEHTYPE;0.00;447.84;466.15
12.00;107.04;7501.24;0.67;3.17;0.15;150.60;HBEFA3/PC_G_EU4;0.00;2392.53;5;24254277#0_0;68.85;56.58;!5;12.85;DEFAULT_VEHTYPE;0.00;364.02;618.46
12.00;142.46;7215.56;0.82;3.15;0.15;150.60;HBEFA3/PC_G_EU4;0.00;2301.42;6;24254277#0_0;69.93;24.59;!6;8.20;DEFAULT_VEHTYPE;0.00;348.31;646.34
12.00;111.48;6562.07;0.66;2.80;0.13;156.41;HBEFA3/PC_G_EU4;0.00;2092.99;7;24254277#4_0;67.93;0.63;!7;9.93;DEFAULT_VEHTYPE;0.00;464.86;426.42
12.00;147.38;3214.42;0.75;1.43;0.07;168.33;HBEFA3/PC_G_EU4;0.00;1025.30;8;24254277#0_0;64.28;6.84;!8;1.74;DEFAULT_VEHTYPE;0.00;340.86;662.37
13.00;0.00;0.00;0.00;0.00;0.00;181.91;HBEFA3/PC_G_EU4;0.00;0.00;0;24254277#9_0;63.67;10.05;!0;14.15;DEFAULT_VEHTYPE;0.00;481.69;323.11
13.00;0.00;1777.80;0.00;0.48;0.00;151.78;HBEFA3/PC_G_EU4;0.00;567.06;1;24254277#0_0;63.14;118.99;!1;12.35;DEFAULT_VEHTYPE;0.00;394.38;563.94
13.00;148.09;2946.68;0.74;1.32;0.07;178.45;HBEFA3/PC_G_EU4;0.00;939.90;10;24254277#8_0;62.46;6.46;!10;1.36;DEFAULT_VEHTYPE;0.00;481.80;347.36
13.00;19.24;3584.92;0.17;1.29;0.04;194.32;HBEFA3/PC_G_EU4;0.00;1143.43;2;:572672_0_0;65.47;0.73;!2;13.96;DEFAULT_VEHTYPE;0.00;475.11;290.18
13.00;0.00;0.00;0.00;0.00;0.00;156.64;HBEFA3/PC_G_EU4;0.00;0.00;4;24254277#3_0;64.34;7.41;!4;14.64;DEFAULT_VEHTYPE;0.00;453.83;452.79
13.00;83.94;6755.26;0.54;2.78;0.13;150.60;HBEFA3/PC_G_EU4;0.00;2154.60;5;24254277#0_0;68.18;70.63;!5;14.05;DEFAULT_VEHTYPE;0.00;370.92;606.22
13.00;110.33;6489.32;0.66;2.76;0.13;150.60;HBEFA3/PC_G_EU4;0.00;2069.78;6;24254277#0_0;67.82;34.48;!6;9.90;DEFAULT_VEHTYPE;0.00;353.17;637.71
13.00;166.48;10236.82;1.01;4.47;0.22;155.35;HBEFA3/PC_G_EU4;0.00;3265.03;7;:672944232_0_0;72.26;0.42;!7;12.41;DEFAULT_VEHTYPE;0.00;470.05;415.14
13.00;130.13;3436.25;0.67;1.50;0.07;161.31;HBEFA3/PC_G_EU4;0.00;1096.04;8;24254277#0_0;63.33;9.98;!8;3.14;DEFAULT_VEHTYPE;0.00;341.92;659.41
14.00;24.25;4000.85;0.20;1.47;0.05;188.45;HBEFA3/PC_G_EU4;0.00;1276.09;0;:572671_0_0;66.08;1.76;!0;14.57;DEFAULT_VEHTYPE;0.00;479.75;308.68
14.00;0.00;0.00;0.00;0.00;0.00;151.78;HBEFA3/PC_G_EU4;0.00;0.00;1;24254277#0_0;62.03;130.87;!1;11.88;DEFAULT_VEHTYPE;0.00;400.00;553.47
14.00;141.67;4301.70;0.75;1.90;0.09;178.45;HBEFA3/PC_G_EU4;0.00;1372.07;10;24254277#8_0;67.01;10.02;!10;3.56;DEFAULT_VEHTYPE;0.00;481.90;343.80
14.00;164.78;2624.72;0.81;1.20;0.07;171.51;HBEFA3/PC_G_EU4;0.00;837.22;11;24254277#0_0;55.94;5.10;!11;0.00;DEFAULT_VEHTYPE;0.00;340.33;664.03
14.00;164.78;2624.72;0.81;1.20;0.07;181.91;HBEFA3/PC_G_EU4;0.00;837.22;14;24254277#9_0;55.94;5.10;!14;0.00;DEFAULT_VEHTYPE;0.00;481.86;328.06
14.00;0.00;0.00;0.00;0.00;0.00;186.56;HBEFA3/PC_G_EU4;0.00;0.00;2;24254277#11_0;61.75;8.78;!2;12.83;DEFAULT_VEHTYPE;0.00;473.42;277.46
14.00;0.00;2289.61;0.00;0.66;0.01;157.59;HBEFA3/PC_G_EU4;0.00;730.29;4;24254277#3_0;65.00;22.03;!4;14.61;DEFAULT_VEHTYPE;0.00;459.40;439.28
14.00;0.00;0.00;0.00;0.00;0.00;150.60;HBEFA3/PC_G_EU4;0.00;0.00;5;24254277#0_0;63.72;84.35;!5;13.72;DEFAULT_VEHTYPE;0.00;377.65;594.27
14.00;82.07;5637.51;0.51;2.33;0.10;150.60;HBEFA3/PC_G_EU4;0.00;1798.10;6;24254277#0_0;66.54;45.59;!6;11.10;DEFAULT_VEHTYPE;0.00;358.62;628.04
14.00;123.12;8679.86;0.77;3.69;0.18;155.83;HBEFA3/PC_G_EU4;0.00;2768.45;7;:572667_0_0;70.09;1.72;!7;14.13;DEFAULT_VEHTYPE;0.00;475.85;402.27
14.00;125.44;4437.87;0.68;1.93;0.09;160.33;HBEFA3/PC_G_EU4;0.00;1415.50;8;24254277#0_0;65.72;14.89;!8;4.91;DEFAULT_VEHTYPE;0.00;343.57;654.79
15.00;0.00;0.00;0.00;0.00;0.00;194.33;HBEFA3/PC_G_EU4;0.00;0.00;0;24254277#10_0;63.78;10.70;!0;14.11;DEFAULT_VEHTYPE;0.00;476.34;294.99
15.00;16.29;2820.17;0.14;0.98;0.03;151.78;HBEFA3/PC_G_EU4;0.00;899.52;1;24254277#0_0;63.81;142.94;!1;12.07;DEFAULT_VEHTYPE;0.00;405.71;542.83
15.00;136.85;5583.59;0.76;2.44;0.12;178.55;HBEFA3/PC_G_EU4;0.00;1780.92;10;:300163116_0_0;68.30;0.28;!10;5.83;DEFAULT_VEHTYPE;0.00;482.05;337.98
15.00;147.71;3392.57;0.75;1.51;0.08;167.87;HBEFA3/PC_G_EU4;0.00;1082.11;11;24254277#0_0;65.27;7.05;!11;1.95;DEFAULT_VEHTYPE;0.00;340.93;662.17
15.00;147.77;3411.45;0.75;1.52;0.08;181.91;HBEFA3/PC_G_EU4;0.00;1088.14;14;24254277#9_0;65.37;7.07;!14;1.97;DEFAULT_VEHTYPE;0.00;481.79;326.09
15.00;164.78;2624.72;0.81;1.20;0.07;178.45;HBEFA3/PC_G_EU4;0.00;837.22;15;24254277#8_0;55.94;5.10;!15;0.00;DEFAULT_VEHTYPE;0.00;481.77;348.72
15.00;54.77;5219.37;0.37;2.07;0.09;191.44;HBEFA3/PC_G_EU4;0.00;1664.73;2;:572673_0_0;66.67;3.60;!2;13.65;DEFAULT_VEHTYPE;0.00;471.40;264.08
15.00;0.00;1728.71;0.00;0.40;0.00;156.29;HBEFA3/PC_G_EU4;0.00;551.40;4;24254277#4_0;64.57;1.11;!4;14.44;DEFAULT_VEHTYPE;0.00;465.06;425.99
15.00;0.00;1462.20;0.00;0.30;0.00;150.60;HBEFA3/PC_G_EU4;0.00;466.39;5;24254277#0_0;63.74;97.82;!5;13.48;DEFAULT_VEHTYPE;0.00;384.26;582.53
15.00;0.00;0.00;0.00;0.00;0.00;150.60;HBEFA3/PC_G_EU4;0.00;0.00;6;24254277#0_0;60.59;56.08;!6;10.49;DEFAULT_VEHTYPE;0.00;363.77;618.90
15.00;14.38;3479.87;0.15;1.23;0.04;176.06;HBEFA3/PC_G_EU4;0.00;1109.92;7;24254277#6_0;65.64;10.86;!7;14.42;DEFAULT_VEHTYPE;0.00;479.07;388.32
15.00;123.67;5550.19;0.69;2.40;0.11;150.60;HBEFA3/PC_G_EU4;0.00;1770.26;8;24254277#0_0;67.31;21.73;!8;6.84;DEFAULT_VEHTYPE;0.00;346.91;648.83
16.00;45.97;4502.26;0.31;1.75;0.07;153.17;HBEFA3/PC_G_EU4;0.00;1436.01;1;24254277#1_0;65.68;3.47;!1;12.75;DEFAULT_VEHTYPE;0.00;411.63;531.55
16.00;0.00;0.00;0.00;0.00;0.00;179.88;HBEFA3/PC_G_EU4;0.00;0.00;10;:300163116_0_0;49.80;4.02;!10;3.74;DEFAULT_VEHTYPE;0.00;482.03;334.24
16.00;139.31;4601.13;0.74;2.02;0.10;160.33;HBEFA3/PC_G_EU4;0.00;1467.57;11;24254277#0_0;67.27;11.20;!11;4.15;DEFAULT_VEHTYPE;0.00;342.33;658.27
16.00;131.78;3921.15;0.69;1.71;0.08;181.91;HBEFA3/PC_G_EU4;0.00;1250.70;14;24254277#9_0;65.03;10.77;!14;3.70;DEFAULT_VEHTYPE;0.00;481.67;322.39
16.00;147.40;3138.48;0.74;1.40;0.07;178.45;HBEFA3/PC_G_EU4;0.00;1001.08;15;24254277#8_0;63.81;6.75;!15;1.65;DEFAULT_VEHTYPE;0.00;481.81;347.08
16.00;0.00;0.00;0.00;0.00;0.00;192.73;HBEFA3/PC_G_EU4;0.00;0.00;2;766761483#2_0;62.04;11.33;!2;12.78;DEFAULT_VEHTYPE;0.00;468.62;251.62
16.00;0.00;2216.29;0.00;0.63;0.01;155.47;HBEFA3/PC_G_EU4;0.00;706.91;4;:672944232_0_0;64.82;2.88;!4;14.39;DEFAULT_VEHTYPE;0.00;471.06;412.90
16.00;20.72;3620.84;0.18;1.31;0.05;151.78;HBEFA3/PC_G_EU4;0.00;1154.89;5;24254277#0_0;65.43;111.66;!5;13.83;DEFAULT_VEHTYPE;0.00;390.92;570.40
16.00;5.24;1558.47;0.06;0.43;0.00;150.60;HBEFA3/PC_G_EU4;0.00;497.10;6;24254277#0_0;61.40;66.36;!6;10.28;DEFAULT_VEHTYPE;0.00;368.82;609.94
16.00;0.00;0.00;0.00;0.00;0.00;176.06;HBEFA3/PC_G_EU4;0.00;0.00;7;24254277#6_0;62.69;24.41;!7;13.55;DEFAULT_VEHTYPE;0.00;480.00;374.81
16.00;101.36;5278.22;0.59;2.23;0.10;150.60;HBEFA3/PC_G_EU4;0.00;1683.51;8;24254277#0_0;66.09;30.04;!8;8.31;DEFAULT_VEHTYPE;0.00;350.99;641.59
17.00;5.54;2570.73;0.08;0.84;0.02;149.14;HBEFA3/PC_G_EU4;0.00;819.96;1;24254277#2_0;64.07;11.61;!1;12.85;DEFAULT_VEHTYPE;0.00;417.95;520.48
17.00;100.96;2845.03;0.52;1.19;0.05;181.31;HBEFA3/PC_G_EU4;0.00;907.47;10;24254277#9_0;60.28;3.23;!10;4.31;DEFAULT_VEHTYPE;0.00;481.92;329.93
17.00;122.89;5005.33;0.68;2.17;0.10;156.05;HBEFA3/PC_G_EU4;0.00;1596.48;11;24254277#0_0;66.53;17.19;!11;5.99;DEFAULT_VEHTYPE;0.00;344.68;652.78
17.00;164.78;2624.72;0.81;1.20;0.07;171.51;HBEFA3/PC_G_EU4;0.00;837.22;13;24254277#0_0;55.94;5.10;!13;0.00;DEFAULT_VEHTYPE;0.00;340.33;664.03
17.00;115.24;4096.24;0.62;1.76;0.08;187.39;HBEFA3/PC_G_EU4;0.00;1306.53;14;24254277#9_0;64.41;15.91;!14;5.14;DEFAULT_VEHTYPE;0.00;481.02;317.30
17.00;137.92;4204.49;0.73;1.85;0.09;178.45;HBEFA3/PC_G_EU4;0.00;1341.07;15;24254277#8_0;66.34;10.43;!15;3.68;DEFAULT_VEHTYPE;0.00;481.91;343.40
17.00;164.78;2624.72;0.81;1.20;0.07;194.33;HBEFA3/PC_G_EU4;0.00;837.22;17;24254277#10_0;55.94;5.10;!17;0.00;DEFAULT_VEHTYPE;0.00;477.73;300.42
17.00;44.55;4661.25;0.31;1.81;0.07;193.05;HBEFA3/PC_G_EU4;0.00;1486.72;2;766761483#3_0;66.10;0.87;!2;13.45;DEFAULT_VEHTYPE;0.00;465.62;238.51
17.00;0.00;2605.50;0.04;0.82;0.02;157.76;HBEFA3/PC_G_EU4;0.00;831.04;4;:572667_0_0;65.09;4.51;!4;14.45;DEFAULT_VEHTYPE;0.00;476.84;399.67
17.00;0.00;0.00;0.00;0.00;0.00;151.78;HBEFA3/PC_G_EU4;0.00;0.00;5;24254277#0_0;62.46;124.73;!5;13.07;DEFAULT_VEHTYPE;0.00;397.10;558.88
17.00;46.57;3819.63;0.30;1.48;0.06;150.60;HBEFA3/PC_G_EU4;0.00;1218.29;6;24254277#0_0;64.23;77.24;!6;10.88;DEFAULT_VEHTYPE;0.00;374.16;600.47
17.00;0.00;0.00;0.00;0.00;0.00;175.06;HBEFA3/PC_G_EU4;0.00;0.00;7;24254277#7_0;58.66;3.04;!7;10.95;DEFAULT_VEHTYPE;0.00;480.87;363.89
17.00;116.72;6902.74;0.70;2.95;0.14;150.60;HBEFA3/PC_G_EU4;0.00;2201.64;8;24254277#0_0;68.41;40.16;!8;10.13;DEFAULT_VEHTYPE;0.00;355.96;632.77
18.00;0.00;0.00;0.00;0.00;0.00;149.09;HBEFA3/PC_G_EU4;0.00;0.00;1;24254277#2_0;60.90;23.40;!1;11.79;DEFAULT_VEHTYPE;0.00;424.03;510.39
18.00;93.12;2793.33;0.49;1.15;0.05;181.91;HBEFA3/PC_G_EU4;0.00;890.98;10;24254277#9_0;60.22;8.02;!10;4.79;DEFAULT_VEHTYPE;0.00;481.76;325.14
18.00;140.75;7209.10;0.81;3.14;0.15;150.60;HBEFA3/PC_G_EU4;0.00;2299.36;11;24254277#0_0;69.81;25.54;!11;8.35;DEFAULT_VEHTYPE;0.00;348.78;645.51
18.00;147.37;3182.89;0.75;1.42;0.07;168.42;HBEFA3/PC_G_EU4;0.00;1015.24;13;24254277#0_0;64.09;6.80;!13;1.70;DEFAULT_VEHTYPE;0.00;340.85;662.41
18.00;104.47;4420.10;0.58;1.88;0.08;188.38;HBEFA3/PC_G_EU4;0.00;1409.82;14;24254277#9_0;64.73;22.41;!14;6.50;DEFAULT_VEHTYPE;0.00;480.07;310.86
18.00;100.75;2725.46;0.52;1.14;0.05;178.45;HBEFA3/PC_G_EU4;0.00;869.33;15;24254277#8_0;59.79;14.57;!15;4.15;DEFAULT_VEHTYPE;0.00;482.02;339.26
18.00;147.53;3068.59;0.74;1.37;0.07;194.33;HBEFA3/PC_G_EU4;0.00;978.78;17;24254277#10_0;63.35;6.65;!17;1.55;DEFAULT_VEHTYPE;0.00;477.34;298.92
18.00;0.00;2100.41;0.01;0.60;0.01;193.21;HBEFA3/PC_G_EU4;0.00;669.95;2;766761483#3_0;64.09;14.26;!2;13.39;DEFAULT_VEHTYPE;0.00;462.56;225.48
